problem;trial;r2_train;r2_test;seed
542_pollution;1;0.6896221587064285;0.28308679573371465;29802
542_pollution;2;0.7012056210392359;0.2038430613030271;22118
542_pollution;3;0.7049865856912895;-0.19411977042970263;860
542_pollution;4;0.6171769396266487;0.660169464887561;15795
542_pollution;5;0.6688328614849328;0.5725756136922282;21575
542_pollution;6;0.6537540656101857;0.3533078497598071;5390
542_pollution;7;0.6685241456478572;0.5562967018638696;11964
542_pollution;8;0.7444620109916367;0.47769476641951525;6265
542_pollution;9;0.6672250046558332;0.3583594233464814;23654
542_pollution;10;0.7113563419157043;-0.4993264359122944;11284
