problem;trial;r2_train;r2_test;seed
556_analcatdata_apnea2;1;0.8924857330489271;0.8555924534221535;29802
556_analcatdata_apnea2;2;0.8966277412132175;0.8682710193198631;22118
556_analcatdata_apnea2;3;0.8820512114509321;0.8999901778725745;860
556_analcatdata_apnea2;4;0.9032396374595303;0.8779837338117213;15795
556_analcatdata_apnea2;5;0.8881803212748826;0.7604091101475944;21575
556_analcatdata_apnea2;6;0.8639894875024338;0.9046203356365318;5390
556_analcatdata_apnea2;7;0.8937876506094742;0.8204229596366518;11964
556_analcatdata_apnea2;8;0.902198817487243;0.8786133070080472;6265
556_analcatdata_apnea2;9;0.8802213751414354;0.8567929517686755;23654
556_analcatdata_apnea2;10;0.9148210825491452;0.8442285641253703;11284
